name,url,category,language,region,state
Isma Times,http://www.ismatimes.com/,Various,Various,Nationwide,N/A
Jaihind Daily,http://www.jaihinddaily.com/,Various,Various,Nationwide,N/A
Jagbani,http://www.jagbani.in/ ,Various,Various,Nationwide,N/A
Jagruk Times,http://www.jagruktimes.co.in/,Various,Various,Nationwide,N/A
Janadesh.in,http://www.janadesh.in/,Various,Various,Nationwide,N/A
Janatha Vani,http://www.janathavani.com/,Various,Various,Nationwide,N/A
Jankaal Sandesh,http://www.jankaalsandesh.com/,Various,Various,Nationwide,N/A
Janmat Patrika,http://www.janmatpatrika.com/,Various,Various,Nationwide,N/A
Jansatta,http://www.jansatta.com/,Various,Various,Nationwide,N/A
JanaswarthaBarta,https://www.facebook.com/JANASWARTHABARTA/,Various,Various,Nationwide,N/A
Jara Suniye,https://www.jarasuniye.com/,Various,Various,Nationwide,N/A
The Jas News,https://www.thejasnews.com/,Various,Various,Nationwide,N/A
Kalki Weekly,http://www.kalkiweekly.com/,Various,Various,Nationwide,N/A
Kangla Online,http://www.kanglaonline.com/,Various,Various,Nationwide,N/A
Kannada Prabha,http://www.kannadaprabha.com/,Various,Various,Nationwide,N/A
Karmakshetra,http://www.ekarmakshetra.com/,Various,Various,Nationwide,N/A
Karnataka News,http://www.udayavani.com/Kannada,Various,Various,Nationwide,N/A
Kasaragod.com,http://www.kasaragod.com/,Various,Various,Nationwide,N/A
Kasaragodvartha,http://www.kasargodvartha.com/,Various,Various,Nationwide,N/A
Kashmir Times,http://www.kashmirtimes.com/,Various,Various,Nationwide,N/A
Kaumudi Online,http://www.kaumudi.com/,Various,Various,Nationwide,N/A
Kerala Kaumudi,http://www.keralakaumudi.com/,Various,Various,Nationwide,N/A
Kerala Online News,http://www.keralaonline.com/,Various,Various,Nationwide,N/A
KhabarExpress.com,http://www.khabarexpress.com/,Various,Various,Nationwide,N/A
Khabro Ki Dunia,http://www.khabrokidunia.com/,Various,Various,Nationwide,N/A
Khaleej Times,http://www.khaleejtimes.com/,Various,Various,Nationwide,N/A
Khapar Harpal,http://www.khabarharpal.in/,Various,Various,Nationwide,N/A
Khas Khabar,http://www.khaskhabar.com/,Various,Various,Nationwide,N/A
Kolkata Today,https://kolkatatoday.com/,Various,Various,Nationwide,N/A
Koshur Akhbar,http://www.koshurakhbar.net/,Various,Various,Nationwide,N/A
KutchUday,http://www.kutchuday.in/,Various,Various,Nationwide,N/A
Kumudam,http://www.kumudam.com/,Various,Various,Nationwide,N/A
My Kerala News.com,http://mykeralanews.com/,Various,Various,Nationwide,N/A
League of India,http://leagueofindia.com/,Various,Various,Nationwide,N/A
Legend News,http://www.legendnews.in/,Various,Various,Nationwide,N/A
Lenden News,https://lendennews.com/,Various,Various,Nationwide,N/A
Live At News,https://liveatnews.com/,Various,Various,Nationwide,N/A
LocalNewspaper.in,http://www.localnewspaper.in/,Various,Various,Nationwide,N/A
Lokmanthan,http://lokmanthan.epapersonline.com/,Various,Various,Nationwide,N/A
Lokmat,http://www.lokmat.com/,Various,Various,Nationwide,N/A
Loksatta,http://www.loksatta.com/,Various,Various,Nationwide,N/A
Loktej,http://www.loktej.com/,Various,Various,Nationwide,N/A
Madhyamam Daily,http://www.madhyamam.com/,Various,Various,Nationwide,N/A
Maharashtra News,http://www.mahanews.gov.in/,Various,Various,Nationwide,N/A
Maharashtra Times,http://maharashtratimes.indiatimes.com/,Various,Various,Nationwide,N/A
Mana Telangana,http://www.manatelangana.org/,Various,Various,Nationwide,N/A
Mangalam,http://www.mangalam.com/,Various,Various,Nationwide,N/A
Mangla Times,http://www.manglatimes.com/,Various,Various,Nationwide,N/A
Manipur Chronicle,http://www.manipurchronicle.net/,Various,Various,Nationwide,N/A
Manorama News,http://www.manoramanews.com/,Various,Various,Nationwide,N/A
Manorama Online,http://www.manoramaonline.com/,Various,Various,Nationwide,N/A
Sakal,http://www.esakal.com/,Various,Various,Nationwide,N/A
Marathwada Neta,http://www.marathwadaneta.com/,Various,Various,Nationwide,N/A
Marudhar Bulletin,https://marudharbulletin.in/,Various,Various,Nationwide,N/A
Mathrubhumi,http://www.mathrubhumi.com/,Various,Various,Nationwide,N/A
Media Darbar,http://www.mediadarbar.tv/,Various,Various,Nationwide,N/A
Media Newsline,http://www.medianewsline.com/,Various,Various,Nationwide,N/A
Media Plus News,http://www.mediaplusnews.com/,Various,Various,Nationwide,N/A
Mid-Day,http://www.mid-day.com/,Various,Various,Nationwide,N/A
The Milli Gazette,http://www.milligazette.com/,Various,Various,Nationwide,N/A
Mithila Samad,http://www.mithilasamad.blogspot.com/,Various,Various,Nationwide,N/A
The Mizoram Post,http://www.themizorampost.net/,Various,Various,Nationwide,N/A
The Morung Express,http://morungexpress.com/,Various,Various,Nationwide,N/A
MP News Now,https://www.mpnewsnow.com/,Various,Various,Nationwide,N/A
Munsif Daily,http://www.munsifdaily.com/,Various,Various,Nationwide,N/A
Muslims Duniya,https://www.muslimsduniya.com/,Various,Various,Nationwide,N/A
My CSR India,https://mycsrindia.com/,Various,Various,Nationwide,N/A
Naba Barta Prasanga,http://www.nababartaprasanga.com/,Various,Various,Nationwide,N/A
Nagaland Post,http://www.nagalandpost.com/,Various,Various,Nationwide,N/A
Naidunia,http://www.naidunia.com/,Various,Various,Nationwide,N/A
Namastey Telangana,https://www.ntnews.com/,Various,Various,Nationwide,N/A
Navajivan News,https://www.navajivan.in/,Various,Various,Nationwide,N/A
Nav Bharat Times,http://www.navbharattimes.com/,Various,Various,Nationwide,N/A
The Navhind Times,http://www.navhindtimes.com/,Various,Various,Nationwide,N/A
Naya India,http://www.nayaindia.com/,Various,Various,Nationwide,N/A
Neindia.com,http://www.neindia.com/,Various,Various,Nationwide,N/A
NewAge,https://www.livenewage.com/,Various,Various,Nationwide,N/A
The New Indian Express,http://www.newindianexpress.com/,Various,Various,Nationwide,N/A
NewsBazar24,https://www.newsbazar24.com/,Various,Various,Nationwide,N/A
NewsBytes,https://www.newsbytesapp.com/,Various,Various,Nationwide,N/A
The News India,http://www.thenewsindia.co.in/,Various,Various,Nationwide,N/A
News In Marathi,https://www.newsinmarathi.xyz/,Various,Various,Nationwide,N/A
The News International,http://www.thenewsinternational.com/,Various,Various,Nationwide,N/A
News Mag,http://www.newsmag.in/,Various,Various,Nationwide,N/A
News Nation,http://www.newsnation.in/,Various,Various,Nationwide,N/A
Newznew,https://www.newznew.com/,Various,Various,Nationwide,N/A
News Today,http://www.newstodaynet.com/,Various,Various,Nationwide,N/A
News Track,http://www.newstracklive.com/,Various,Various,Nationwide,N/A
News Wing,http://newswing.com/,Various,Various,Nationwide,N/A
Newstrack India,http://www.newstrackindia.com/,Various,Various,Nationwide,N/A
Nixs News,https://www.nixs.in/,Various,Various,Nationwide,N/A
Nobat,http://www.nobat.com/,Various,Various,Nationwide,N/A
The Northeast Today (TNT),http://www.thenortheasttoday.com/,Various,Various,Nationwide,N/A
Northlines,http://www.thenorthlines.com/,Various,Various,Nationwide,N/A
Odisha.Com,http://www.odisha.com/,Various,Various,Nationwide,N/A
Odisha News,http://www.odisha360.com/,Various,Various,Nationwide,N/A
Online Indian News,http://www.onlineindiannews.com/,Various,Various,Nationwide,N/A
Only Kashmir,http://www.onlykashmir.in/,Various,Various,Nationwide,N/A
Opinion Times,http://www.opiniontimes.in/,Various,Various,Nationwide,N/A
Orissa Barta,http://www.orissabarta.com/,Various,Various,Nationwide,N/A
Orissa India,http://www.orissaindia.com/,Various,Various,Nationwide,N/A
Outlook India,http://www.outlookindia.com/,Various,Various,Nationwide,N/A
Paliwal Wani,http://www.paliwalwani.com/,Various,Various,Nationwide,N/A
Palpal India,http://www.palpalindia.com/,Various,Various,Nationwide,N/A
Panchjanya,http://www.panchjanya.com/,Various,Various,Nationwide,N/A
Parabaas,http://www.parabaas.com/,Various,Various,Nationwide,N/A
Parichay Times Daily,http://www.parichaytimes.in/,Various,Various,Nationwide,N/A
Patna Daily,http://www.patnadaily.com/,Various,Various,Nationwide,N/A
Patrika.com,http://www.patrika.com/,Various,Various,Nationwide,N/A
Peoples Samachar,http://peoplessamachar.co.in/,Various,Various,Nationwide,N/A
Phayul,http://www.phayul.com/,Various,Various,Nationwide,N/A
Phulchhab,https://www.phulchhab.com/,Various,Various,Nationwide,N/A
The Pioneer,http://www.dailypioneer.com/,Various,Various,Nationwide,N/A
Prabha Sakshi,http://www.prabhasakshi.com/,Various,Various,Nationwide,N/A
Prabhat Khabar,http://www.prabhatkhabar.com/,Various,Various,Nationwide,N/A
Pragativadi,http://www.pragativadi.com/,Various,Various,Nationwide,N/A
Prag News,https://pragnews.com/,Various,Various,Nationwide,N/A
Prahaar,http://www.prahaar.in/,Various,Various,Nationwide,N/A
Prajasakti,http://www.prajasakti.com/,Various,Various,Nationwide,N/A
Prajavani Kannada Daily,http://www.prajavani.net/,Various,Various,Nationwide,N/A
Pratahkal,http://www.pratahkal.com/,Various,Various,Nationwide,N/A
ProKerala News,http://www.prokerala.com/,Various,Various,Nationwide,N/A
Public News,http://www.publicnewsindia.com/,Various,Various,Nationwide,N/A
Pudhari ePaper,http://www.pudhari.com/,Various,Various,Nationwide,N/A
Punalur News,http://www.punalurnews.com/,Various,Various,Nationwide,N/A
Pune Mirror,https://punemirror.indiatimes.com/,Various,Various,Nationwide,N/A
Punjab Infoline,http://www.punjabinfoline.com/,Various,Various,Nationwide,N/A
Punjab Kesari,http://www.punjabkesari.in/,Various,Various,Nationwide,N/A
Punjab News Channel,http://www.pnchannel.com/,Various,Various,Nationwide,N/A
Punjab Newsline,http://www.punjabnewsline.com/,Various,Various,Nationwide,N/A
Punjab Newsline,http://www.punjabnewsline.in/,Various,Various,Nationwide,N/A
Punjab Today,http://www.punjabtoday.in/,Various,Various,Nationwide,N/A
Punyanagari,http://www.epunyanagari.com/,Various,Various,Nationwide,N/A
Quami Ekta,http://www.quamiekta.com/,Various,Various,Nationwide,N/A
Quami Tanzeem,http://qaumitanzeem.com/,Various,Various,Nationwide,N/A
Rajasthan Patrika,http://www.rajasthanpatrika.com/,Various,Various,Nationwide,N/A
Rajdhani Samachar,https://rajdhanisamachar.in/,Various,Various,Nationwide,N/A
Rajmangal Times,http://www.rajmangal.com/,Various,Various,Nationwide,N/A
Ranchi Express,http://www.ranchiexpress.com/,Various,Various,Nationwide,N/A
Rashtriya Hindi Mail,http://www.epaper.rashtriyahindimail.in/,Various,Various,Nationwide,N/A
Rashtriya Sahara,http://www.roznamasahara.com/,Various,Various,Nationwide,N/A
Rising  Kashmir,http://www.risingkashmir.com/,Various,Various,Nationwide,N/A
RNews1,http://www.rnews1.com/,Various,Various,Nationwide,N/A
Rokthok Lekhani,https://www.rokthoklekhaninews.com/epaper/,Various,Various,Nationwide,N/A
Rozana Spokesman,http://www.rozanaspokesman.com/,Various,Various,Nationwide,N/A
The Sabha,http://www.thesabha.org/,Various,Various,Nationwide,N/A
Sach Kahoon,http://www.sachkahoon.com/,Various,Various,Nationwide,N/A
Saderatulhind,http://www.saderatulhind.com/,Various,Various,Nationwide,N/A
Sahafat,http://www.sahafat.in/,Various,Various,Nationwide,N/A
Sahara Samay,http://www.saharasamay.com/,Various,Various,Nationwide,N/A
Sahil Online,http://www.sahilonline.net/,Various,Various,Nationwide,N/A
Sakalam News,https://www.sakalam.in/,Various,Various,Nationwide,N/A
Sakshi Daily,http://www.sakshi.com/,Various,Various,Nationwide,N/A
Samachar.com,http://www.samachar.com/,Various,Various,Nationwide,N/A
Samachar Jagat,http://www.samacharjagat.com/,Various,Various,Nationwide,N/A
Samayik Prasanga,http://www.samayikprasanga.in/,Various,Various,Nationwide,N/A
The Samaj,http://www.thesamaja.com/,Various,Various,Nationwide,N/A
The Samaya,http://www.odishasamaya.com/,Various,Various,Nationwide,N/A
Sanchar,http://www.esanchar.co.in/,Various,Various,Nationwide,N/A
Sandesh,http://www.sandesh.com/,Various,Various,Nationwide,N/A
The Sangai Express,https://www.thesangaiexpress.com/,Various,Various,Nationwide,N/A
Sanjeevni Today,http://www.sanjeevnitoday.com/,Various,Various,Nationwide,N/A
Sanjevani,http://www.sanjevani.com/,Various,Various,Nationwide,N/A
Sansani,http://www.sansani.com/,Various,Various,Nationwide,N/A
Satyamanthan,https://satyamanthan.in/,Various,Various,Nationwide,N/A
Satyam Live,http://www.satyamlive.com/,Various,Various,Nationwide,N/A
Saurashtra Update,http://www.saurashtraupdate.in/,Various,Various,Nationwide,N/A
Savera India Times,http://www.saveraindiatimes.co.in/,Various,Various,Nationwide,N/A
Scoop News,http://www.scoopnews.in/,Various,Various,Nationwide,N/A
The Sentinel,http://www.sentinelassam.com/,Various,Various,Nationwide,N/A
Shahernama,http://shahernama.com/,Various,Various,Nationwide,N/A
The Shillong Times,http://www.theshillongtimes.com/,Various,Various,Nationwide,N/A
The Siasat Daily,http://www.siasat.com/,Various,Various,Nationwide,N/A
Sikh Virsa,http://www.sikhvirsa.com/,Various,Various,Nationwide,N/A
Sikkim Express,http://www.sikkimexpress.com/,Various,Various,Nationwide,N/A
Sitapur Live News,https://www.facebook.com/Shailendranews/,Various,Various,Nationwide,N/A
Soan Meeraas,http://www.soanmeeraas.in/,Various,Various,Nationwide,N/A
SP News,http://www.spnews.in/,Various,Various,Nationwide,N/A
The Sports Mirror,http://www.thesportsmirror.com/,Various,Various,Nationwide,N/A
State Times,http://www.statetimes.in/,Various,Various,Nationwide,N/A
The Statesman,http://www.thestatesman.net/,Various,Various,Nationwide,N/A
Sting Newz,http://www.stingnewz.com/,Various,Various,Nationwide,N/A
Suddi Online News,http://news.suddimahithi.com/,Various,Various,Nationwide,N/A
The Sunday Indian,http://www.thesundayindian.com/,Various,Various,Nationwide,N/A
Suryaa,https://www.suryaa.com/,Various,Various,Nationwide,N/A
Surya Telugu Daily,http://www.suryaa.com/,Various,Various,Nationwide,N/A
Suryoday Bharat,http://www.suryodaybharat.com/,Various,Various,Nationwide,N/A
Swatantraawaz.com,https://www.swatantraawaz.com/,Various,Various,Nationwide,N/A
Tarun Bharat,http://www.tarunbharat.com/,Various,Various,Nationwide,N/A
Tarunmitra,https://tarunmitra.in/,Various,Various,Nationwide,N/A
Tehelka,http://www.tehelka.com/,Various,Various,Nationwide,N/A
The Telegraph,http://www.telegraphindia.com/,Various,Various,Nationwide,N/A
Telugu Bullet,http://www.telugubullet.com/,Various,Various,Nationwide,N/A
Thatstamil.com,http://www.thatstamil.com,Various,Various,Nationwide,N/A
The Tibet Post International,http://www.thetibetpost.com/,Various,Various,Nationwide,N/A
Times of Assam,http://www.timesofassam.com/,Various,Various,Nationwide,N/A
The Times of Bengal,http://www.thetimesofbengal.com/,Various,Various,Nationwide,N/A
Times Of Congress,http://www.timesofcongress.com/,Various,Various,Nationwide,N/A
The Times of India,http://www.timesofindia.com/,Various,Various,Nationwide,N/A
Times of North,http://www.timesofnorth.in/,Various,Various,Nationwide,N/A
The Times of Punjab,http://www.thetimesofpunjab.com/,Various,Various,Nationwide,N/A
Today India,http://www.todayindia.com/,Various,Various,Nationwide,N/A
The Tribune,http://www.tribuneindia.com/,Various,Various,Nationwide,N/A
TwoCircles.net,http://www.twocircles.net/,Various,Various,Nationwide,N/A
UBG News,https://www.uttarbangergramunnayan.com/,Various,Various,Nationwide,N/A
Udaipur Kiran,http://www.udaipurkiran.com/,Various,Various,Nationwide,N/A
Udaipur Times,https://udaipurtimes.com/news-archive/,Various,Various,Nationwide,N/A
Udayavani,https://www.udayavani.com/,Various,Various,Nationwide,N/A
Updates Of Maharashtra,https://updatesofmaharashtra.com/,Various,Various,Nationwide,N/A
UpdateNews360,https://www.updatenews360.com/,Various,Various,Nationwide,N/A
Uttarakhand Hindi News,https://www.uttarakhandhindinews.in/,Various,Various,Nationwide,N/A
Uttarbanga Sambad,http://www.uttarbangasambad.com/,Various,Various,Nationwide,N/A
Vaartha Telugu Daily,http://www.vaartha.com/,Various,Various,Nationwide,N/A
VijayaKanataka,http://www.vijaykarnatakaepaper.com/,Various,Various,Nationwide,N/A
Vikatan,http://www.vikatan.com/,Various,Various,Nationwide,N/A
Visakha Samacharam,http://www.visakhasamacharam.com/,Various,Various,Nationwide,N/A
Vishva Kannada,http://www.vishvakannada.com/,Various,Various,Nationwide,N/A
Voice of Sikkim,http://www.voiceofsikkim.com/,Various,Various,Nationwide,N/A
Wadikiawaz,http://www.wadikiawaz.in/,Various,Various,Nationwide,N/A
Web Dunia,http://www.webdunia.com/,Various,Various,Nationwide,N/A
Web India,http://www.webindia123.com/,Various,Various,Nationwide,N/A
West Bengal News 24,https://www.westbengalnews24.com/,Various,Various,Nationwide,N/A
World Daily News 24,https://worlddailynews24.com/,Various,Various,Nationwide,N/A
World News Arabia,http://www.worldnewsarabia.com/,Various,Various,Nationwide,N/A
World Now,http://www.worldnow.in/,Various,Various,Nationwide,N/A
The Yam Times,http://www.theyamtimes.com/,Various,Various,Nationwide,N/A
Youth Ki Awaaz,http://www.youthkiawaaz.com/,Various,Various,Nationwide,N/A
Yugabdha,http://www.yugabda.com/,Various,Various,Nationwide,N/A
Yug Sambad Darpan,http://www.yugsambaddarpan.com/,Various,Various,Nationwide,N/A
Zee News,http://www.zeenews.com/,Various,Various,Nationwide,N/A
Zio Tamil,https://www.ziotamil.in/,Various,Various,Nationwide,N/A
Site Map,https://www.onlinenewspapers.com/sitemap/sitemapkey.shtml,Various,Various,Nationwide,N/A
Privacy Policy,https://www.onlinenewspapers.com/privacy.shtml,Various,Various,Nationwide,N/A
Add Newspaper,https://www.onlinenewspapers.com/emailform/feedback.php,Various,Various,Nationwide,N/A
Online Magazines,https://www.onlinenewspapers.com/magazines/index.shtml,Various,Various,Nationwide,N/A
Recent Additions,https://www.onlinenewspapers.com/most-recent-additions-to-onlinenewspapers.shtml,Various,Various,Nationwide,N/A
